skill_path,grade,score
plugins/saas-packs/shopify-pack/skills/shopify-multi-env-setup,A,93
plugins/saas-packs/shopify-pack/skills/shopify-observability,A,92
plugins/saas-packs/shopify-pack/skills/shopify-performance-tuning,A,93
plugins/saas-packs/shopify-pack/skills/shopify-policy-guardrails,A,96
plugins/saas-packs/shopify-pack/skills/shopify-prod-checklist,A,95
plugins/saas-packs/shopify-pack/skills/shopify-rate-limits,A,91
plugins/saas-packs/shopify-pack/skills/shopify-reference-architecture,A,93
plugins/saas-packs/shopify-pack/skills/shopify-reliability-patterns,A,92
plugins/saas-packs/shopify-pack/skills/shopify-sdk-patterns,A,90
plugins/saas-packs/shopify-pack/skills/shopify-security-basics,A,95
plugins/saas-packs/shopify-pack/skills/shopify-storefront-headless,A,93
plugins/saas-packs/shopify-pack/skills/shopify-theme-performance,A,92
plugins/saas-packs/shopify-pack/skills/shopify-upgrade-migration,A,92
plugins/saas-packs/shopify-pack/skills/shopify-webhooks-events,A,94
plugins/saas-packs/skill-databases/windsurf/skills/windsurf-api-development,A,93
plugins/saas-packs/skill-databases/windsurf/skills/windsurf-audit-logging,A,93
plugins/saas-packs/skill-databases/windsurf/skills/windsurf-cascade-agents,A,94
plugins/saas-packs/skill-databases/windsurf/skills/windsurf-cascade-context,A,92
plugins/saas-packs/skill-databases/windsurf/skills/windsurf-cascade-onboarding,A,94
plugins/saas-packs/skill-databases/windsurf/skills/windsurf-cicd-github-actions,A,94
plugins/saas-packs/skill-databases/windsurf/skills/windsurf-code-completion,A,92
plugins/saas-packs/skill-databases/windsurf/skills/windsurf-code-privacy,A,92
plugins/saas-packs/skill-databases/windsurf/skills/windsurf-custom-prompts,A,94
plugins/saas-packs/skill-databases/windsurf/skills/windsurf-debugging-ai,A,93
plugins/saas-packs/skill-databases/windsurf/skills/windsurf-dependency-management,A,94
plugins/saas-packs/skill-databases/windsurf/skills/windsurf-dockerfile-generation,A,94
plugins/saas-packs/skill-databases/windsurf/skills/windsurf-enterprise-sso,A,93
plugins/saas-packs/skill-databases/windsurf/skills/windsurf-extension-pack,A,92
plugins/saas-packs/skill-databases/windsurf/skills/windsurf-flows-automation,A,93
plugins/saas-packs/skill-databases/windsurf/skills/windsurf-git-integration,A,92
plugins/saas-packs/skill-databases/windsurf/skills/windsurf-keyboard-shortcuts,A,93
plugins/saas-packs/skill-databases/windsurf/skills/windsurf-license-management,A,92
plugins/saas-packs/skill-databases/windsurf/skills/windsurf-linting-config,A,93
plugins/saas-packs/skill-databases/windsurf/skills/windsurf-mcp-integration,A,95
plugins/saas-packs/skill-databases/windsurf/skills/windsurf-multi-file-editing,A,95
plugins/saas-packs/skill-databases/windsurf/skills/windsurf-performance-profiling,A,92
plugins/saas-packs/skill-databases/windsurf/skills/windsurf-refactoring-large,A,93
plugins/saas-packs/skill-databases/windsurf/skills/windsurf-release-automation,A,93
plugins/saas-packs/skill-databases/windsurf/skills/windsurf-team-settings,A,92
plugins/saas-packs/skill-databases/windsurf/skills/windsurf-terminal-ai,A,93
plugins/saas-packs/skill-databases/windsurf/skills/windsurf-test-generation,A,96
plugins/saas-packs/skill-databases/windsurf/skills/windsurf-theme-customization,A,94
plugins/saas-packs/skill-databases/windsurf/skills/windsurf-usage-analytics,A,92
plugins/saas-packs/skill-databases/windsurf/skills/windsurf-workspace-setup,A,92
plugins/saas-packs/snowflake-pack/skills/snowflake-access-guardian,A,92
plugins/saas-packs/snowflake-pack/skills/snowflake-cost-leak-hunter,A,96
plugins/saas-packs/snowflake-pack/skills/snowflake-data-quality-sentinel,A,90
plugins/saas-packs/snowflake-pack/skills/snowflake-deploy-medic,A,93
plugins/saas-packs/snowflake-pack/skills/snowflake-failover-readiness-drill,A,91
plugins/saas-packs/snowflake-pack/skills/snowflake-governance-coverage-auditor,A,91
plugins/saas-packs/snowflake-pack/skills/snowflake-native-app-release-sheriff,A,96
plugins/saas-packs/snowflake-pack/skills/snowflake-pipeline-guardian,A,94
plugins/saas-packs/snowflake-pack/skills/snowflake-query-forensics,A,96
plugins/saas-packs/snowflake-pack/skills/snowflake-strong-auth-migration-pilot,A,96
plugins/saas-packs/speak-pack/skills/speak-ci-integration,A,94
plugins/saas-packs/speak-pack/skills/speak-common-errors,A,96
plugins/saas-packs/speak-pack/skills/speak-core-workflow-a,A,93
plugins/saas-packs/speak-pack/skills/speak-core-workflow-b,A,92
plugins/saas-packs/speak-pack/skills/speak-cost-tuning,A,95
plugins/saas-packs/speak-pack/skills/speak-data-handling,A,93
plugins/saas-packs/speak-pack/skills/speak-debug-bundle,A,97
plugins/saas-packs/speak-pack/skills/speak-deploy-integration,A,94
plugins/saas-packs/speak-pack/skills/speak-enterprise-rbac,A,93
plugins/saas-packs/speak-pack/skills/speak-hello-world,A,95
plugins/saas-packs/speak-pack/skills/speak-incident-runbook,A,93
plugins/saas-packs/speak-pack/skills/speak-install-auth,A,92
plugins/saas-packs/speak-pack/skills/speak-local-dev-loop,A,95
plugins/saas-packs/speak-pack/skills/speak-migration-deep-dive,A,93
plugins/saas-packs/speak-pack/skills/speak-multi-env-setup,A,93
plugins/saas-packs/speak-pack/skills/speak-observability,A,94
plugins/saas-packs/speak-pack/skills/speak-performance-tuning,A,95
plugins/saas-packs/speak-pack/skills/speak-prod-checklist,A,94
plugins/saas-packs/speak-pack/skills/speak-rate-limits,A,94
plugins/saas-packs/speak-pack/skills/speak-reference-architecture,A,92
plugins/saas-packs/speak-pack/skills/speak-sdk-patterns,A,92
plugins/saas-packs/speak-pack/skills/speak-security-basics,A,93
plugins/saas-packs/speak-pack/skills/speak-upgrade-migration,A,96
plugins/saas-packs/speak-pack/skills/speak-webhooks-events,A,93
plugins/saas-packs/stackblitz-pack/skills/stackblitz-common-errors,A,97
plugins/saas-packs/stackblitz-pack/skills/stackblitz-core-workflow-a,A,98
plugins/saas-packs/stackblitz-pack/skills/stackblitz-core-workflow-b,A,98
plugins/saas-packs/stackblitz-pack/skills/stackblitz-debug-bundle,A,99
plugins/saas-packs/stackblitz-pack/skills/stackblitz-hello-world,A,97
plugins/saas-packs/stackblitz-pack/skills/stackblitz-install-auth,A,98
plugins/saas-packs/stackblitz-pack/skills/stackblitz-local-dev-loop,A,99
plugins/saas-packs/stackblitz-pack/skills/stackblitz-rate-limits,A,96
plugins/saas-packs/stackblitz-pack/skills/stackblitz-sdk-patterns,A,100
plugins/saas-packs/stackblitz-pack/skills/stackblitz-security-basics,A,95
plugins/saas-packs/supabase-pack/skills/supabase-advanced-troubleshooting,A,94
plugins/saas-packs/supabase-pack/skills/supabase-architecture-variants,A,95
plugins/saas-packs/supabase-pack/skills/supabase-auth-storage-realtime-core,A,96
plugins/saas-packs/supabase-pack/skills/supabase-ci-integration,A,99
plugins/saas-packs/supabase-pack/skills/supabase-common-errors,A,95
plugins/saas-packs/supabase-pack/skills/supabase-cost-tuning,A,97
plugins/saas-packs/supabase-pack/skills/supabase-data-handling,A,98
plugins/saas-packs/supabase-pack/skills/supabase-debug-bundle,A,90
plugins/saas-packs/supabase-pack/skills/supabase-deploy-integration,A,93
plugins/saas-packs/supabase-pack/skills/supabase-enterprise-rbac,A,94
plugins/saas-packs/supabase-pack/skills/supabase-hello-world,A,94
plugins/saas-packs/supabase-pack/skills/supabase-incident-runbook,A,95
plugins/saas-packs/supabase-pack/skills/supabase-install-auth,A,91
plugins/saas-packs/supabase-pack/skills/supabase-known-pitfalls,A,95
plugins/saas-packs/supabase-pack/skills/supabase-load-scale,A,93
plugins/saas-packs/supabase-pack/skills/supabase-local-dev-loop,A,91
plugins/saas-packs/supabase-pack/skills/supabase-migration-deep-dive,A,94
plugins/saas-packs/supabase-pack/skills/supabase-multi-env-setup,A,93
plugins/saas-packs/supabase-pack/skills/supabase-observability,A,95
plugins/saas-packs/supabase-pack/skills/supabase-performance-tuning,A,90
plugins/saas-packs/supabase-pack/skills/supabase-policy-guardrails,A,93
plugins/saas-packs/supabase-pack/skills/supabase-prod-checklist,A,92
plugins/saas-packs/supabase-pack/skills/supabase-rate-limits,A,92
plugins/saas-packs/supabase-pack/skills/supabase-reference-architecture,A,90
plugins/saas-packs/supabase-pack/skills/supabase-reliability-patterns,A,93
plugins/saas-packs/supabase-pack/skills/supabase-schema-from-requirements,A,93
plugins/saas-packs/supabase-pack/skills/supabase-sdk-patterns,A,95
plugins/saas-packs/supabase-pack/skills/supabase-security-basics,A,91
plugins/saas-packs/supabase-pack/skills/supabase-upgrade-migration,A,92
plugins/saas-packs/supabase-pack/skills/supabase-webhooks-events,A,94
plugins/saas-packs/techsmith-pack/skills/techsmith-ci-integration,A,100
plugins/saas-packs/techsmith-pack/skills/techsmith-common-errors,A,95
plugins/saas-packs/techsmith-pack/skills/techsmith-core-workflow-a,A,98
plugins/saas-packs/techsmith-pack/skills/techsmith-core-workflow-b,A,94
plugins/saas-packs/techsmith-pack/skills/techsmith-cost-tuning,A,96
plugins/saas-packs/techsmith-pack/skills/techsmith-debug-bundle,A,99
plugins/saas-packs/techsmith-pack/skills/techsmith-deploy-integration,A,99
plugins/saas-packs/techsmith-pack/skills/techsmith-hello-world,A,97
plugins/saas-packs/techsmith-pack/skills/techsmith-install-auth,A,98
plugins/saas-packs/techsmith-pack/skills/techsmith-local-dev-loop,A,100
plugins/saas-packs/techsmith-pack/skills/techsmith-performance-tuning,A,100
plugins/saas-packs/techsmith-pack/skills/techsmith-prod-checklist,A,99
plugins/saas-packs/techsmith-pack/skills/techsmith-rate-limits,A,95
plugins/saas-packs/techsmith-pack/skills/techsmith-reference-architecture,A,96
plugins/saas-packs/techsmith-pack/skills/techsmith-sdk-patterns,A,97
plugins/saas-packs/techsmith-pack/skills/techsmith-security-basics,A,97
plugins/saas-packs/techsmith-pack/skills/techsmith-upgrade-migration,A,96
plugins/saas-packs/techsmith-pack/skills/techsmith-webhooks-events,A,94
plugins/saas-packs/together-pack/skills/together-ci-integration,A,99
plugins/saas-packs/together-pack/skills/together-common-errors,A,98
plugins/saas-packs/together-pack/skills/together-core-workflow-a,A,96
plugins/saas-packs/together-pack/skills/together-core-workflow-b,A,97
plugins/saas-packs/together-pack/skills/together-cost-tuning,A,96
plugins/saas-packs/together-pack/skills/together-deploy-integration,A,97
plugins/saas-packs/together-pack/skills/together-hello-world,A,98
plugins/saas-packs/together-pack/skills/together-install-auth,A,98
plugins/saas-packs/together-pack/skills/together-local-dev-loop,A,96
plugins/saas-packs/together-pack/skills/together-prod-checklist,A,98
plugins/saas-packs/together-pack/skills/together-rate-limits,A,96
plugins/saas-packs/together-pack/skills/together-reference-architecture,A,97
plugins/saas-packs/together-pack/skills/together-sdk-patterns,A,98
plugins/saas-packs/together-pack/skills/together-security-basics,A,97
plugins/saas-packs/together-pack/skills/together-upgrade-migration,A,95
plugins/saas-packs/together-pack/skills/together-webhooks-events,A,94
plugins/saas-packs/twinmind-pack/skills/twinmind-ci-integration,A,94
plugins/saas-packs/twinmind-pack/skills/twinmind-common-errors,B,84
plugins/saas-packs/twinmind-pack/skills/twinmind-core-workflow-a,A,91
plugins/saas-packs/twinmind-pack/skills/twinmind-core-workflow-b,A,93
plugins/saas-packs/twinmind-pack/skills/twinmind-cost-tuning,A,97
plugins/saas-packs/twinmind-pack/skills/twinmind-data-handling,A,96
plugins/saas-packs/twinmind-pack/skills/twinmind-debug-bundle,B,83
plugins/saas-packs/twinmind-pack/skills/twinmind-deploy-integration,A,95
plugins/saas-packs/twinmind-pack/skills/twinmind-enterprise-rbac,A,95
plugins/saas-packs/twinmind-pack/skills/twinmind-hello-world,A,90
plugins/saas-packs/twinmind-pack/skills/twinmind-incident-runbook,A,95
plugins/saas-packs/twinmind-pack/skills/twinmind-install-auth,B,88
plugins/saas-packs/twinmind-pack/skills/twinmind-local-dev-loop,C,78
plugins/saas-packs/twinmind-pack/skills/twinmind-migration-deep-dive,A,95
plugins/saas-packs/twinmind-pack/skills/twinmind-multi-env-setup,A,95
plugins/saas-packs/twinmind-pack/skills/twinmind-observability,A,96
plugins/saas-packs/twinmind-pack/skills/twinmind-performance-tuning,A,96
plugins/saas-packs/twinmind-pack/skills/twinmind-prod-checklist,B,85
plugins/saas-packs/twinmind-pack/skills/twinmind-rate-limits,B,80
plugins/saas-packs/twinmind-pack/skills/twinmind-reference-architecture,A,94
plugins/saas-packs/twinmind-pack/skills/twinmind-sdk-patterns,B,84
plugins/saas-packs/twinmind-pack/skills/twinmind-security-basics,A,94
plugins/saas-packs/twinmind-pack/skills/twinmind-upgrade-migration,B,83
plugins/saas-packs/twinmind-pack/skills/twinmind-webhooks-events,A,95
plugins/saas-packs/vastai-pack/skills/vastai-ci-integration,B,82
plugins/saas-packs/vastai-pack/skills/vastai-common-errors,A,90
plugins/saas-packs/vastai-pack/skills/vastai-core-workflow-a,B,84
plugins/saas-packs/vastai-pack/skills/vastai-core-workflow-b,B,84
plugins/saas-packs/vastai-pack/skills/vastai-cost-tuning,B,88
plugins/saas-packs/vastai-pack/skills/vastai-data-handling,B,87
plugins/saas-packs/vastai-pack/skills/vastai-debug-bundle,B,87
plugins/saas-packs/vastai-pack/skills/vastai-deploy-integration,B,86
plugins/saas-packs/vastai-pack/skills/vastai-enterprise-rbac,B,82
plugins/saas-packs/vastai-pack/skills/vastai-hello-world,B,83
plugins/saas-packs/vastai-pack/skills/vastai-incident-runbook,B,84
plugins/saas-packs/vastai-pack/skills/vastai-install-auth,B,86
plugins/saas-packs/vastai-pack/skills/vastai-local-dev-loop,B,88
plugins/saas-packs/vastai-pack/skills/vastai-migration-deep-dive,A,90
plugins/saas-packs/vastai-pack/skills/vastai-multi-env-setup,B,83
plugins/saas-packs/vastai-pack/skills/vastai-observability,B,87
plugins/saas-packs/vastai-pack/skills/vastai-performance-tuning,B,85
plugins/saas-packs/vastai-pack/skills/vastai-prod-checklist,B,88
plugins/saas-packs/vastai-pack/skills/vastai-rate-limits,B,88
plugins/saas-packs/vastai-pack/skills/vastai-reference-architecture,B,85
plugins/saas-packs/vastai-pack/skills/vastai-sdk-patterns,B,84
plugins/saas-packs/vastai-pack/skills/vastai-security-basics,B,87
plugins/saas-packs/vastai-pack/skills/vastai-upgrade-migration,B,88
plugins/saas-packs/vastai-pack/skills/vastai-webhooks-events,B,84
plugins/saas-packs/vercel-pack/skills/vercel-advanced-troubleshooting,A,96
plugins/saas-packs/vercel-pack/skills/vercel-architecture-variants,A,92
plugins/saas-packs/vercel-pack/skills/vercel-ci-integration,A,96
plugins/saas-packs/vercel-pack/skills/vercel-common-errors,A,96
plugins/saas-packs/vercel-pack/skills/vercel-cost-tuning,A,93
plugins/saas-packs/vercel-pack/skills/vercel-data-handling,A,92
plugins/saas-packs/vercel-pack/skills/vercel-debug-bundle,A,97
plugins/saas-packs/vercel-pack/skills/vercel-deploy-integration,A,94
plugins/saas-packs/vercel-pack/skills/vercel-deploy-preview,B,89
plugins/saas-packs/vercel-pack/skills/vercel-edge-functions,C,79
plugins/saas-packs/vercel-pack/skills/vercel-enterprise-rbac,A,98
plugins/saas-packs/vercel-pack/skills/vercel-hello-world,B,84
plugins/saas-packs/vercel-pack/skills/vercel-incident-runbook,A,92
plugins/saas-packs/vercel-pack/skills/vercel-install-auth,B,89
plugins/saas-packs/vercel-pack/skills/vercel-known-pitfalls,A,90
plugins/saas-packs/vercel-pack/skills/vercel-load-scale,A,95
plugins/saas-packs/vercel-pack/skills/vercel-local-dev-loop,A,93
plugins/saas-packs/vercel-pack/skills/vercel-migration-deep-dive,A,92
plugins/saas-packs/vercel-pack/skills/vercel-multi-env-setup,A,92
plugins/saas-packs/vercel-pack/skills/vercel-observability,A,95
plugins/saas-packs/vercel-pack/skills/vercel-performance-tuning,A,93
plugins/saas-packs/vercel-pack/skills/vercel-policy-guardrails,A,90
plugins/saas-packs/vercel-pack/skills/vercel-prod-checklist,A,93
plugins/saas-packs/vercel-pack/skills/vercel-rate-limits,A,91
plugins/saas-packs/vercel-pack/skills/vercel-reference-architecture,A,92
plugins/saas-packs/vercel-pack/skills/vercel-reliability-patterns,B,88
plugins/saas-packs/vercel-pack/skills/vercel-sdk-patterns,A,92
plugins/saas-packs/vercel-pack/skills/vercel-security-basics,A,97
plugins/saas-packs/vercel-pack/skills/vercel-upgrade-migration,A,92
plugins/saas-packs/vercel-pack/skills/vercel-webhooks-events,A,97
plugins/saas-packs/webflow-pack/skills/webflow-ci-integration,A,98
plugins/saas-packs/webflow-pack/skills/webflow-common-errors,A,99
plugins/saas-packs/webflow-pack/skills/webflow-core-workflow-a,A,99
plugins/saas-packs/webflow-pack/skills/webflow-core-workflow-b,A,99
plugins/saas-packs/webflow-pack/skills/webflow-cost-tuning,A,100
plugins/saas-packs/webflow-pack/skills/webflow-data-handling,A,100
plugins/saas-packs/webflow-pack/skills/webflow-debug-bundle,A,99
plugins/saas-packs/webflow-pack/skills/webflow-deploy-integration,A,98
plugins/saas-packs/webflow-pack/skills/webflow-enterprise-rbac,A,98
plugins/saas-packs/webflow-pack/skills/webflow-hello-world,A,99
plugins/saas-packs/webflow-pack/skills/webflow-incident-runbook,A,99
plugins/saas-packs/webflow-pack/skills/webflow-install-auth,A,98
plugins/saas-packs/webflow-pack/skills/webflow-local-dev-loop,A,100
plugins/saas-packs/webflow-pack/skills/webflow-migration-deep-dive,A,99
plugins/saas-packs/webflow-pack/skills/webflow-multi-env-setup,A,100
plugins/saas-packs/webflow-pack/skills/webflow-observability,A,100
plugins/saas-packs/webflow-pack/skills/webflow-performance-tuning,A,100
plugins/saas-packs/webflow-pack/skills/webflow-prod-checklist,A,100
plugins/saas-packs/webflow-pack/skills/webflow-rate-limits,A,100
plugins/saas-packs/webflow-pack/skills/webflow-reference-architecture,A,96
plugins/saas-packs/webflow-pack/skills/webflow-sdk-patterns,A,100
plugins/saas-packs/webflow-pack/skills/webflow-security-basics,A,97
plugins/saas-packs/webflow-pack/skills/webflow-upgrade-migration,A,99
plugins/saas-packs/webflow-pack/skills/webflow-webhooks-events,A,98
plugins/saas-packs/windsurf-pack/skills/windsurf-advanced-troubleshooting,A,97
plugins/saas-packs/windsurf-pack/skills/windsurf-architecture-variants,A,98
plugins/saas-packs/windsurf-pack/skills/windsurf-ci-integration,A,92
plugins/saas-packs/windsurf-pack/skills/windsurf-common-errors,A,99
plugins/saas-packs/windsurf-pack/skills/windsurf-core-workflow-a,A,100
plugins/saas-packs/windsurf-pack/skills/windsurf-core-workflow-b,A,100
plugins/saas-packs/windsurf-pack/skills/windsurf-cost-tuning,A,100
plugins/saas-packs/windsurf-pack/skills/windsurf-data-handling,A,95
plugins/saas-packs/windsurf-pack/skills/windsurf-debug-bundle,A,96
plugins/saas-packs/windsurf-pack/skills/windsurf-deploy-integration,A,100
plugins/saas-packs/windsurf-pack/skills/windsurf-enterprise-rbac,A,96
plugins/saas-packs/windsurf-pack/skills/windsurf-hello-world,A,100
plugins/saas-packs/windsurf-pack/skills/windsurf-incident-runbook,A,98
plugins/saas-packs/windsurf-pack/skills/windsurf-install-auth,A,98
plugins/saas-packs/windsurf-pack/skills/windsurf-known-pitfalls,A,99
plugins/saas-packs/windsurf-pack/skills/windsurf-load-scale,A,93
plugins/saas-packs/windsurf-pack/skills/windsurf-local-dev-loop,A,98
plugins/saas-packs/windsurf-pack/skills/windsurf-migration-deep-dive,A,96
plugins/saas-packs/windsurf-pack/skills/windsurf-multi-env-setup,A,98
plugins/saas-packs/windsurf-pack/skills/windsurf-observability,A,93
plugins/saas-packs/windsurf-pack/skills/windsurf-performance-tuning,A,99
plugins/saas-packs/windsurf-pack/skills/windsurf-policy-guardrails,A,99
plugins/saas-packs/windsurf-pack/skills/windsurf-prod-checklist,A,97
plugins/saas-packs/windsurf-pack/skills/windsurf-rate-limits,A,100
plugins/saas-packs/windsurf-pack/skills/windsurf-reference-architecture,A,95
plugins/saas-packs/windsurf-pack/skills/windsurf-reliability-patterns,A,98
plugins/saas-packs/windsurf-pack/skills/windsurf-sdk-patterns,A,94
plugins/saas-packs/windsurf-pack/skills/windsurf-security-basics,A,99
plugins/saas-packs/windsurf-pack/skills/windsurf-upgrade-migration,A,95
plugins/saas-packs/windsurf-pack/skills/windsurf-webhooks-events,A,95
plugins/saas-packs/workhuman-pack/skills/workhuman-ci-integration,A,95
plugins/saas-packs/workhuman-pack/skills/workhuman-common-errors,A,92
plugins/saas-packs/workhuman-pack/skills/workhuman-core-workflow-a,A,92
plugins/saas-packs/workhuman-pack/skills/workhuman-core-workflow-b,A,94
plugins/saas-packs/workhuman-pack/skills/workhuman-cost-tuning,A,92
plugins/saas-packs/workhuman-pack/skills/workhuman-debug-bundle,A,94
plugins/saas-packs/workhuman-pack/skills/workhuman-deploy-integration,A,95
plugins/saas-packs/workhuman-pack/skills/workhuman-hello-world,A,95
plugins/saas-packs/workhuman-pack/skills/workhuman-install-auth,A,91
plugins/saas-packs/workhuman-pack/skills/workhuman-local-dev-loop,A,96
plugins/saas-packs/workhuman-pack/skills/workhuman-performance-tuning,A,92
plugins/saas-packs/workhuman-pack/skills/workhuman-prod-checklist,A,94
plugins/saas-packs/workhuman-pack/skills/workhuman-rate-limits,A,92
plugins/saas-packs/workhuman-pack/skills/workhuman-reference-architecture,A,92
plugins/saas-packs/workhuman-pack/skills/workhuman-sdk-patterns,A,92
plugins/saas-packs/workhuman-pack/skills/workhuman-security-basics,A,94
plugins/saas-packs/workhuman-pack/skills/workhuman-upgrade-migration,A,92
plugins/saas-packs/workhuman-pack/skills/workhuman-webhooks-events,A,92
plugins/security/access-control-auditor/skills/auditing-access-control,A,100
plugins/security/agent-safety-preflight/skills/agent-safety-preflight,A,98
plugins/security/authentication-validator/skills/validating-authentication-implementations,A,100
plugins/security/compliance-report-generator/skills/generating-compliance-reports,A,97
plugins/security/cors-policy-validator/skills/validating-cors-policies,A,98
plugins/security/csrf-protection-validator/skills/validating-csrf-protection,A,99
plugins/security/data-privacy-scanner/skills/scanning-for-data-privacy-issues,A,100
plugins/security/dependency-checker/skills/analyzing-dependencies,A,100
plugins/security/encryption-tool/skills/encrypting-and-decrypting-data,A,98
plugins/security/gdpr-compliance-scanner/skills/scanning-for-gdpr-compliance,A,97
plugins/security/hipaa-compliance-checker/skills/checking-hipaa-compliance,A,97
plugins/security/input-validation-scanner/skills/scanning-input-validation-practices,A,99
plugins/security/owasp-compliance-checker/skills/checking-owasp-compliance,A,98
plugins/security/pci-dss-validator/skills/validating-pci-dss-compliance,A,97
plugins/security/penetration-tester/skills/analyzing-tls-config,A,94
plugins/security/penetration-tester/skills/auditing-cors-policy,A,93
plugins/security/penetration-tester/skills/auditing-npm-dependencies,A,95
plugins/security/penetration-tester/skills/auditing-python-dependencies,A,96
plugins/security/penetration-tester/skills/checking-http-security-headers,A,93
plugins/security/penetration-tester/skills/checking-license-compliance,B,89
plugins/security/penetration-tester/skills/composing-vulnerability-report,A,93
plugins/security/penetration-tester/skills/confirming-pentest-authorization,A,90
plugins/security/penetration-tester/skills/defining-pentest-scope,A,93
plugins/security/penetration-tester/skills/detecting-command-injection-patterns,A,95
plugins/security/penetration-tester/skills/detecting-debug-endpoints,A,90
plugins/security/penetration-tester/skills/detecting-directory-listing,A,94
plugins/security/penetration-tester/skills/detecting-eval-exec-usage,A,92
plugins/security/penetration-tester/skills/detecting-exposed-secrets-files,A,93
plugins/security/penetration-tester/skills/detecting-insecure-deserialization,A,94
plugins/security/penetration-tester/skills/detecting-sql-injection-patterns,A,94
plugins/security/penetration-tester/skills/detecting-ssl-cert-issues,A,93
plugins/security/penetration-tester/skills/detecting-weak-cryptography,A,94
plugins/security/penetration-tester/skills/fingerprinting-server-software,A,90
plugins/security/penetration-tester/skills/generating-executive-summary,A,91
plugins/security/penetration-tester/skills/mapping-findings-to-owasp-top10,A,95
plugins/security/penetration-tester/skills/performing-penetration-testing,A,92
plugins/security/penetration-tester/skills/probing-dangerous-http-methods,A,93
plugins/security/penetration-tester/skills/recording-pentest-engagement,B,89
plugins/security/penetration-tester/skills/scanning-for-hardcoded-secrets,A,94
plugins/security/penetration-tester/skills/tracing-transitive-vulnerabilities,A,92
plugins/security/secret-scanner/skills/scanning-for-secrets,A,98
plugins/security/security-audit-reporter/skills/generating-security-audit-reports,A,98
plugins/security/security-headers-analyzer/skills/analyzing-security-headers,A,98
plugins/security/security-incident-responder/skills/responding-to-security-incidents,A,94
plugins/security/security-misconfiguration-finder/skills/finding-security-misconfigurations,A,97
plugins/security/session-security-checker/skills/checking-session-security,A,97
plugins/security/severity1-marketplace/skills/prompt-improver,A,98
plugins/security/soc2-audit-helper/skills/assisting-with-soc2-audit-preparation,A,95
plugins/security/sql-injection-detector/skills/detecting-sql-injection-vulnerabilities,A,97
plugins/security/ssl-certificate-manager/skills/managing-ssltls-certificates,A,98
plugins/security/vulnerability-scanner/skills/scanning-for-vulnerabilities,A,96
plugins/security/xss-vulnerability-scanner/skills/scanning-for-xss-vulnerabilities,A,97
plugins/skill-enhancers/agent-systems-toolkit/skills/artifact-creator,A,99
plugins/skill-enhancers/agent-systems-toolkit/skills/artifact-validator,A,98
plugins/skill-enhancers/agent-systems-toolkit/skills/production-upgrade,A,92
plugins/skill-enhancers/calendar-to-workflow/skills/calendar-to-workflow,A,94
plugins/skill-enhancers/file-to-code/skills/file-to-code,A,93
plugins/skill-enhancers/research-to-deploy/skills/research-to-deploy,B,89
plugins/skill-enhancers/search-to-slack/skills/search-to-slack,A,92
plugins/skill-enhancers/skill-creator/skills/agent-creator,A,94
plugins/skill-enhancers/skill-creator/skills/skill-creator,A,98
plugins/skill-enhancers/validate-plugin/skills/validate-plugin,A,97
plugins/skill-enhancers/web-to-github-issue/skills/creating-github-issues-from-web-research,A,96
plugins/skill-enhancers/zero-tech-debt/skills/zero-tech-debt,B,82
plugins/testing/accessibility-test-scanner/skills/scanning-accessibility,A,98
plugins/testing/api-fuzzer/skills/fuzzing-apis,A,97
plugins/testing/api-test-automation/skills/automating-api-testing,A,98
plugins/testing/browser-compatibility-tester/skills/testing-browser-compatibility,A,100
plugins/testing/chaos-engineering-toolkit/skills/running-chaos-tests,A,97
plugins/testing/cli-ux-tester/skills/cli-ux-tester,D,67
plugins/testing/code-cleanup/skills/cleanup-code,A,98
plugins/testing/contract-test-validator/skills/validating-api-contracts,A,99
plugins/testing/database-test-manager/skills/managing-database-tests,A,100
plugins/testing/e2e-test-framework/skills/running-e2e-tests,A,100
plugins/testing/integration-test-runner/skills/running-integration-tests,A,100
plugins/testing/kobiton-automate/skills/create-test-run,C,74
plugins/testing/kobiton-automate/skills/drive-automation-session,B,81
plugins/testing/kobiton-automate/skills/monitor-test-run,C,70
plugins/testing/kobiton-automate/skills/run-automation-suite,B,88
plugins/testing/kobiton-automate/skills/run-interactive-session,A,90
plugins/testing/load-balancer-tester/skills/testing-load-balancers,A,98
plugins/testing/mobile-app-tester/skills/testing-mobile-apps,A,100
plugins/testing/mutation-test-runner/skills/running-mutation-tests,A,100
plugins/testing/performance-test-suite/skills/running-performance-tests,A,99
plugins/testing/regression-test-tracker/skills/tracking-regression-tests,A,100
plugins/testing/security-test-scanner/skills/performing-security-testing,A,98
plugins/testing/smoke-test-runner/skills/running-smoke-tests,A,98
plugins/testing/snapshot-test-manager/skills/managing-snapshot-tests,A,98
plugins/testing/test-coverage-analyzer/skills/analyzing-test-coverage,A,100
plugins/testing/test-data-generator/skills/generating-test-data,A,99
plugins/testing/test-doubles-generator/skills/generating-test-doubles,A,98
plugins/testing/test-environment-manager/skills/managing-test-environments,A,100
plugins/testing/test-orchestrator/skills/orchestrating-test-execution,A,99
plugins/testing/test-report-generator/skills/generating-test-reports,A,97
plugins/testing/unit-test-generator/skills/generating-unit-tests,A,100
plugins/testing/visual-regression-tester/skills/testing-visual-regression,A,100
skills/01-devops-basics/bash-script-helper,A,91
